N-H563T,-0.28234801313940555,201403220638,0.06943699154515616
N-UFCUA,-0.29114990842834665,201403220638,0.04453943902195394
N-SCK04,-0.17732269034052123,201403220638,0.04453943902195393
N-L04BJ,1.7006766970342815,201403220638,-2.3133478862840544
N-SCK04,-0.17732269034052123,201403220638,0.25716143950406534
N-LETTK,0.6937018920545661,201403220638,-0.1619477177060456
N-2Z2WK,-1.7314405156807104,201403220638,-2.825787867482689
N-LETTK,0.6937018920545661,201403220638,-0.10084869233339794
N-TZD20,-1.3951983464003903,201403220638,1.441333501684057
N-2GWON,0.4679762929576685,201403220638,0.3930689862961244
N-3IK0Y,2.075062411609478,201403220638,1.1081638514576182
N-GRDHN,-0.6064382206996778,201403220638,-0.22175427321795402
N-2GWON,0.4679762929576685,201403220638,-0.22175427321795402
N-SCK04,-0.17732269034052123,201403220638,0.04324006473252568
N-QWNZH,-0.1642343179055442,201403220638,0.17921598166092914
N-WRYAZ,1.1042102924152977,201403220638,-0.04105408404226683
N-6PFYW,-1.1260429155929481,201403220638,-0.610093160291118
N-H563T,-0.28234801313940555,201403220638,0.30031892265556337
N-TZD20,-1.3951983464003903,201403220638,0.6815041448414191
N-TZD20,-1.3951983464003903,201403220638,0.05277000569442006
N-3IK0Y,2.075062411609478,201403220638,-2.8257878674826893
N-SCK04,-0.17732269034052123,201403220638,0.04324006473252568
N-LETTK,0.6937018920545661,201403220638,0.5870396488265217
N-6PFYW,-1.1260429155929481,201403220638,-0.610093160291118
N-H563T,-0.28234801313940555,201403220638,0.010995256295756354
N-UFCUA,-0.29114990842834665,201403220638,0.14626658606531798
N-SCK04,-0.17732269034052123,201403220638,0.25716143950406534
N-WRYAZ,1.1042102924152977,201403220638,-0.25170016416178825
N-SCK04,-0.17732269034052123,201403220638,0.16778999726207955
N-GRDHN,-0.6064382206996778,201403220638,-0.3311849960545509
N-H563T,-0.28234801313940555,201403220638,0.06943699154515616
N-2Z2WK,-1.7314405156807104,201403220638,0.06539203755182911
N-3IK0Y,2.075062411609478,201403220638,0.7420024228570912
N-SCK04,-0.17732269034052123,201403220638,0.04324006473252568
N-H563T,-0.28234801313940555,201403220638,0.2615846287490505
N-3IK0Y,2.075062411609478,201403220638,-2.116753331355624
